Kod;Uprawnieni do głosowania;Ważnych kart;Oddane głosy;Trzecia Droga;Lewica;Prawo i Sprawiedliwość;Konfederacja;Koalicja Obywatelska;Data;Typ wyborów
3062000;54485;26028;25156;3676;2293;8180;1324;8228;2024-04-07;Samorządowe
3063000;46115;22872;22213;2162;2018;4352;1213;10458;2024-04-07;Samorządowe
3064000;380091;189408;187298;22818;24570;35230;9107;87893;2024-04-07;Samorządowe
3201000;34802;17659;16275;1082;860;3584;906;7803;2024-04-07;Samorządowe
3202000;36203;18840;17220;2293;2177;4750;1037;4878;2024-04-07;Samorządowe
3203000;43074;21297;19458;2099;2275;5096;1100;7324;2024-04-07;Samorządowe
3204000;62313;31446;29638;4415;1881;6817;1782;9468;2024-04-07;Samorządowe
3205000;44959;22869;21200;4231;881;4795;1454;8508;2024-04-07;Samorządowe
3206000;61302;31847;29738;2958;2054;8750;2149;8973;2024-04-07;Samorządowe
3207000;35721;17339;16250;2571;1487;3739;1164;6353;2024-04-07;Samorządowe
3208000;60237;29518;27886;4520;2880;7037;1342;10621;2024-04-07;Samorządowe
3209000;50226;26203;24219;3573;2098;5962;1616;8001;2024-04-07;Samorządowe
3210000;48925;22694;20931;1482;1484;5688;1411;7841;2024-04-07;Samorządowe
3211000;61437;31523;30597;2221;1988;6244;1546;14528;2024-04-07;Samorządowe
3212000;29318;15400;14262;2150;659;4471;720;2699;2024-04-07;Samorządowe
3213000;42050;20242;18771;2945;1104;5043;1553;6909;2024-04-07;Samorządowe
3214000;90461;43739;41383;4692;3097;11099;2306;11236;2024-04-07;Samorządowe
3215000;57666;27535;25711;2210;2223;6706;1368;8601;2024-04-07;Samorządowe
3216000;35019;17872;16620;1538;3340;4470;831;4636;2024-04-07;Samorządowe
3217000;39509;20012;18850;1811;2148;5599;864;6334;2024-04-07;Samorządowe
3218000;26925;12756;11669;1442;492;3183;852;4516;2024-04-07;Samorządowe
3261000;79486;38074;37315;3838;3073;7763;1590;17537;2024-04-07;Samorządowe
3262000;281999;135216;133144;6552;8919;33531;6493;64786;2024-04-07;Samorządowe
3263000;29797;14826;14425;3524;942;2360;981;6114;2024-04-07;Samorządowe
201000;67127;23710;23514;1123;1528;8845;3176;8472;2024-06-09;Europarlament
202000;74455;27881;27676;1486;1675;10509;3095;10524;2024-06-09;Europarlament
203000;65168;25179;25035;1185;2808;9102;2972;8641;2024-06-09;Europarlament
204000;25951;7742;7675;367;606;3169;1010;2409;2024-06-09;Europarlament
205000;37839;13545;13443;608;692;5398;1610;4964;2024-06-09;Europarlament
206000;48906;18906;18777;1132;1735;5110;1906;8533;2024-06-09;Europarlament
207000;32413;11291;11210;439;881;4035;1061;4624;2024-06-09;Europarlament
208000;120332;43167;42846;2361;2712;15166;4312;17715;2024-06-09;Europarlament
209000;41924;15478;15363;739;812;6253;2177;5158;2024-06-09;Europarlament
210000;41173;14281;14171;763;1286;4938;1549;5284;2024-06-09;Europarlament
211000;78575;32502;32278;1522;2427;13128;3952;10513;2024-06-09;Europarlament
212000;34340;11158;11069;663;877;3945;1299;4068;2024-06-09;Europarlament
213000;28264;9278;9212;481;929;3781;1189;2720;2024-06-09;Europarlament
214000;81855;29843;29626;1600;2580;10210;3746;11061;2024-06-09;Europarlament
215000;58049;24255;24129;1000;1698;8468;3420;9150;2024-06-09;Europarlament
216000;46565;16575;16419;820;1056;7650;2407;4210;2024-06-09;Europarlament
217000;34164;12916;12805;470;1556;5348;1665;3616;2024-06-09;Europarlament
218000;43888;17651;17519;962;1148;6242;2546;6365;2024-06-09;Europarlament
219000;117109;45945;45641;1800;3915;16010;4980;18262;2024-06-09;Europarlament
220000;66974;28224;28022;1172;2062;9762;3870;10740;2024-06-09;Europarlament
221000;41683;14872;14770;499;986;4526;1415;7136;2024-06-09;Europarlament
222000;36836;13737;13613;533;1129;5267;1740;4733;2024-06-09;Europarlament
223000;125378;60513;60244;3206;5193;15686;8488;26724;2024-06-09;Europarlament
224000;49393;17155;17010;1958;896;6982;1758;5192;2024-06-09;Europarlament
225000;66840;23780;23575;1087;1947;8761;2930;8429;2024-06-09;Europarlament
226000;32457;11220;11141;513;972;4176;1404;3920;2024-06-09;Europarlament
261000;57613;24002;23873;1055;2482;6283;2249;11533;2024-06-09;Europarlament
262000;69040;27319;27216;1126;2256;8923;3280;11294;2024-06-09;Europarlament
264000;480412;247925;247068;12279;35381;55938;27003;112989;2024-06-09;Europarlament
265000;75801;28780;28605;691;2198;7823;2321;15276;2024-06-09;Europarlament
401000;44505;16191;16080;1066;625;6024;1815;6264;2024-06-09;Europarlament
402000;59233;19021;18885;3645;478;7083;2085;5381;2024-06-09;Europarlament
403000;93390;36654;36433;2752;1392;9174;4181;18385;2024-06-09;Europarlament
404000;37590;11831;11722;979;397;4155;1354;4590;2024-06-09;Europarlament
405000;34244;10079;10000;1154;304;4229;1347;2816;2024-06-09;Europarlament
406000;30465;8728;8657;1187;283;3479;1155;2400;2024-06-09;Europarlament
407000;119330;40110;39818;2609;1556;12529;3855;18667;2024-06-09;Europarlament
408000;49705;13910;13778;2659;486;5578;1499;3383;2024-06-09;Europarlament
409000;34989;10720;10605;1038;612;3801;1224;3780;2024-06-09;Europarlament
410000;64838;21386;21169;1413;700;7036;2415;9268;2024-06-09;Europarlament
411000;31593;9074;9007;864;334;4213;1040;2419;2024-06-09;Europarlament
412000;33326;9407;9332;1075;270;3989;944;2951;2024-06-09;Europarlament
413000;30350;9350;9260;501;224;3310;1071;4005;2024-06-09;Europarlament
414000;72988;22270;22071;1736;695;7633;2607;8943;2024-06-09;Europarlament
415000;84161;29690;29500;2101;1102;8976;3821;13041;2024-06-09;Europarlament
416000;36746;12181;12083;1131;329;4922;1371;4125;2024-06-09;Europarlament
417000;25269;7530;7467;1550;217;2444;984;2159;2024-06-09;Europarlament
418000;67146;19391;19206;2174;1237;7912;2240;5391;2024-06-09;Europarlament
419000;53207;17252;17073;1061;509;6117;1963;7153;2024-06-09;Europarlament
461000;242295;107457;106963;6587;5617;27576;9179;56776;2024-06-09;Europarlament
462000;63803;22905;22773;2023;1189;6059;1827;11383;2024-06-09;Europarlament
463000;141949;64751;64534;3211;3179;16402;5706;35297;2024-06-09;Europarlament
464000;79684;28440;28262;966;3925;7833;2106;13160;2024-06-09;Europarlament
601000;85906;30403;30163;2038;783;16413;4732;5766;2024-06-09;Europarlament
602000;79044;29635;29462;3057;579;15497;5130;4906;2024-06-09;Europarlament
603000;60266;18773;18619;899;739;9000;3270;4461;2024-06-09;Europarlament
604000;49009;15054;14941;1375;378;7441;2317;3191;2024-06-09;Europarlament
605000;35544;14955;14879;388;634;9524;2655;1566;2024-06-09;Europarlament
606000;49840;16285;16164;914;466;7695;2494;4270;2024-06-09;Europarlament
607000;73045;26930;26741;1753;908;14858;3775;5161;2024-06-09;Europarlament
608000;68653;25170;25003;1565;615;12853;4496;5115;2024-06-09;Europarlament
609000;124473;49384;49152;3135;1327;22554;9176;12169;2024-06-09;Europarlament
610000;43493;15798;15720;684;316;7673;2803;3887;2024-06-09;Europarlament
611000;80433;30601;30390;1728;972;17434;5506;4360;2024-06-09;Europarlament
612000;46220;15616;15495;1156;314;8163;2594;3098;2024-06-09;Europarlament
613000;26867;9513;9447;802;235;4733;1539;1970;2024-06-09;Europarlament
614000;89250;36094;35890;2052;1113;15677;5137;11373;2024-06-09;Europarlament
615000;45664;16377;16276;1483;288;8963;2851;2411;2024-06-09;Europarlament
616000;42660;16855;16738;2257;510;8326;2155;3256;2024-06-09;Europarlament
617000;55311;21638;21536;1708;701;9951;2964;5886;2024-06-09;Europarlament
618000;65080;22555;22388;1451;450;13018;3096;4052;2024-06-09;Europarlament
619000;30204;10783;10675;1770;413;4457;1292;2606;2024-06-09;Europarlament
620000;84519;29356;29117;2599;528;15666;4999;4300;2024-06-09;Europarlament
661000;42611;17921;17851;669;473;7817;2063;6652;2024-06-09;Europarlament
662000;46822;18336;18254;910;1404;6925;1975;6865;2024-06-09;Europarlament
663000;251294;116438;116060;6203;5609;40011;14442;48269;2024-06-09;Europarlament
664000;47558;18279;18202;2417;626;7370;2081;5412;2024-06-09;Europarlament
801000;55395;19418;19257;910;1579;6007;2004;8444;2024-06-09;Europarlament
802000;41119;13010;12892;781;1217;4061;1111;5549;2024-06-09;Europarlament
803000;43493;14374;14263;837;1380;4341;1316;6192;2024-06-09;Europarlament
804000;63775;22047;21893;1231;1823;7385;2309;8856;2024-06-09;Europarlament
805000;35051;11146;11060;578;1291;3303;1110;4648;2024-06-09;Europarlament
806000;36659;11348;11261;525;1018;3949;972;4657;2024-06-09;Europarlament
807000;26179;8733;8658;815;549;3052;882;3266;2024-06-09;Europarlament
808000;41867;14673;14567;979;1149;4601;1590;6094;2024-06-09;Europarlament
809000;57640;20143;19985;1209;1715;5583;2118;9083;2024-06-09;Europarlament
810000;57701;18667;18530;830;1789;6334;1911;7430;2024-06-09;Europarlament
811000;70874;22995;22824;1336;2213;7422;2180;9296;2024-06-09;Europarlament
812000;29069;9239;9154;495;613;3883;978;3083;2024-06-09;Europarlament
861000;86436;34334;34191;1193;3548;10132;2611;16202;2024-06-09;Europarlament
862000;103270;46622;46410;2400;6154;10178;4054;23148;2024-06-09;Europarlament
1001000;85741;32887;32675;1578;1930;15578;5737;7332;2024-06-09;Europarlament
1002000;73524;25748;25581;1015;2087;11520;2719;7932;2024-06-09;Europarlament
1003000;39115;15109;15017;1280;1017;6453;1791;4270;2024-06-09;Europarlament
1004000;39216;12775;12679;645;607;6171;1751;3333;2024-06-09;Europarlament
1005000;60842;22155;21981;1629;1380;10737;2796;5165;2024-06-09;Europarlament
1006000;57830;26779;26651;1279;2513;10224;3182;9092;2024-06-09;Europarlament
1007000;58873;24508;24334;1299;1027;14928;2783;3932;2024-06-09;Europarlament
1008000;90985;40112;39933;1869;4072;12802;4239;16325;2024-06-09;Europarlament
1009000;40167;14072;13966;802;788;7552;1901;2745;2024-06-09;Europarlament
1010000;71881;26952;26777;2690;1549;14601;3707;3844;2024-06-09;Europarlament
1011000;32675;11367;11264;1451;553;5242;1361;2508;2024-06-09;Europarlament
1012000;86924;30822;30595;1456;2023;15253;3420;7879;2024-06-09;Europarlament
1013000;37404;12799;12721;1106;665;6582;1585;2554;2024-06-09;Europarlament
1014000;90985;32697;32470;2595;1956;15321;3879;8349;2024-06-09;Europarlament
1015000;29788;11641;11557;697;436;6973;1585;1711;2024-06-09;Europarlament
1016000;87796;35878;35629;2241;2189;16835;4051;9856;2024-06-09;Europarlament
1017000;59297;21435;21287;1303;1274;9859;2551;5999;2024-06-09;Europarlament
1018000;32983;10726;10652;781;830;4710;1565;2611;2024-06-09;Europarlament
1019000;49863;19670;19576;3385;1241;7936;2010;4826;2024-06-09;Europarlament
1020000;128024;53555;53286;2541;4900;18300;5726;21112;2024-06-09;Europarlament
1021000;23989;9301;9234;609;598;4476;1119;2307;2024-06-09;Europarlament
1061000;487379;233655;232746;10015;38051;57126;19713;105206;2024-06-09;Europarlament
1062000;53676;21689;21584;1644;2097;7777;2288;7531;2024-06-09;Europarlament
1063000;35151;15847;15767;870;1502;5640;1639;5899;2024-06-09;Europarlament
1201000;82894;34817;34603;2512;717;18801;5757;6405;2024-06-09;Europarlament
1202000;72169;28607;28402;2025;598;15898;4890;4655;2024-06-09;Europarlament
1203000;93766;38324;38093;2096;1631;14059;4817;14949;2024-06-09;Europarlament
1204000;46187;15889;15766;1607;265;9930;2345;1466;2024-06-09;Europarlament
1205000;84284;31129;30953;2058;891;16381;4870;5990;2024-06-09;Europarlament
1206000;223471;97163;96710;7913;3982;38235;15307;29880;2024-06-09;Europarlament
1207000;100044;41704;41507;3980;501;26606;6134;3905;2024-06-09;Europarlament
1208000;38240;14138;14031;1423;466;6825;2706;2407;2024-06-09;Europarlament
1209000;99007;42965;42726;2865;933;22694;7388;8218;2024-06-09;Europarlament
1210000;166606;73542;73083;3588;931;46452;11391;9850;2024-06-09;Europarlament
1211000;148486;52917;52582;2338;922;29946;8440;10225;2024-06-09;Europarlament
1212000;85051;35143;34962;2079;1591;14896;5325;10608;2024-06-09;Europarlament
1213000;116250;50342;50067;4250;1899;20213;6051;17039;2024-06-09;Europarlament
1214000;34015;11956;11858;1472;311;6193;2113;1626;2024-06-09;Europarlament
1215000;65338;24479;24335;1508;493;12599;4155;5234;2024-06-09;Europarlament
1216000;156806;60058;59662;4332;958;34813;9877;8800;2024-06-09;Europarlament
1217000;53637;22375;22269;956;589;10899;3196;6356;2024-06-09;Europarlament
1218000;123201;48164;47888;3477;1363;22247;6947;13097;2024-06-09;Europarlament
1219000;102951;45249;45062;3253;1773;17048;7243;15136;2024-06-09;Europarlament
1261000;590303;302645;301749;22561;31093;76314;38247;129256;2024-06-09;Europarlament
1262000;61948;28665;28529;1290;626;12919;3916;9468;2024-06-09;Europarlament
1263000;82724;35468;35316;2465;1181;13181;4597;13453;2024-06-09;Europarlament
1401000;26325;9787;9698;640;212;5912;1152;1617;2024-06-09;Europarlament
1402000;68093;23575;23400;2104;981;10898;2608;6473;2024-06-09;Europarlament
1403000;83624;35416;35187;3190;670;20814;4907;5073;2024-06-09;Europarlament
1404000;34869;11612;11515;877;327;5652;1341;3120;2024-06-09;Europarlament
1405000;76029;37594;37441;3617;2804;10829;4963;14644;2024-06-09;Europarlament
1406000;76590;29305;29138;3861;952;13084;4386;6367;2024-06-09;Europarlament
1407000;47710;18561;18456;1165;638;9895;2411;3993;2024-06-09;Europarlament
1408000;94632;46986;46781;3798;3071;13294;6423;19530;2024-06-09;Europarlament
1409000;26771;8294;8224;771;290;4552;1119;1332;2024-06-09;Europarlament
1410000;23816;8803;8742;1237;161;4828;1436;942;2024-06-09;Europarlament
1411000;34769;12606;12503;1298;334;6891;1593;2183;2024-06-09;Europarlament
1412000;119242;54599;54310;4833;2161;23407;7269;15641;2024-06-09;Europarlament
1413000;55285;17098;16966;2115;514;8023;2113;3958;2024-06-09;Europarlament
1414000;61582;24990;24865;1996;1405;9520;3370;8254;2024-06-09;Europarlament
1415000;70203;23950;23780;4851;393;12135;3308;2624;2024-06-09;Europarlament
1416000;55905;20352;20246;2274;431;11316;2573;3387;2024-06-09;Europarlament
1417000;95512;49326;49043;3657;2520;19085;7096;15878;2024-06-09;Europarlament
1418000;146753;75117;74796;5387;5274;19151;10094;33870;2024-06-09;Europarlament
1419000;86898;29165;28906;2916;942;14373;3769;6387;2024-06-09;Europarlament
1420000;68059;21145;20990;1822;668;10357;2419;5376;2024-06-09;Europarlament
1421000;127532;68293;68030;5210;4828;18771;8702;29445;2024-06-09;Europarlament
1422000;39519;12864;12752;959;261;6891;1599;2854;2024-06-09;Europarlament
1423000;32898;13503;13410;1003;246;8256;1580;1632;2024-06-09;Europarlament
1424000;40208;14376;14261;1386;469;7170;1961;3025;2024-06-09;Europarlament
1425000;118800;43685;43410;2511;1259;24610;6282;7983;2024-06-09;Europarlament
1426000;63578;25264;25085;2849;333;14619;4375;2560;2024-06-09;Europarlament
1427000;39423;12110;12013;1084;421;6129;1478;2667;2024-06-09;Europarlament
1428000;64319;24056;23893;1834;808;10820;2820;7200;2024-06-09;Europarlament
1429000;41912;16920;16819;2007;261;8909;2837;2554;2024-06-09;Europarlament
1430000;30605;10268;10200;500;318;5958;1357;1815;2024-06-09;Europarlament
1432000;95303;49383;49176;3559;3249;14436;6594;20608;2024-06-09;Europarlament
1433000;51219;20910;20770;1432;433;12000;2875;3761;2024-06-09;Europarlament
1434000;192296;89731;89274;5729;4889;34939;15070;27399;2024-06-09;Europarlament
1435000;57982;23045;22906;1932;863;11676;3183;4814;2024-06-09;Europarlament
1436000;28299;9332;9252;672;256;5095;1514;1523;2024-06-09;Europarlament
1437000;29518;8391;8326;1034;300;4346;832;1727;2024-06-09;Europarlament
1438000;56830;23185;23044;2189;1157;8951;2780;7382;2024-06-09;Europarlament
1461000;38041;14863;14752;2667;573;5986;1490;3724;2024-06-09;Europarlament
1462000;87293;36341;36165;2397;1860;12390;3305;15718;2024-06-09;Europarlament
1463000;151258;64255;64012;3153;3032;26345;7248;23413;2024-06-09;Europarlament
1464000;57091;25344;25260;1836;859;10959;3029;8219;2024-06-09;Europarlament
1465000;1326457;771297;768583;53813;92069;164301;78053;370870;2024-06-09;Europarlament
1601000;66902;24645;24514;1082;1287;9422;3158;9155;2024-06-09;Europarlament
1602000;34617;11790;11676;523;536;5279;1243;3924;2024-06-09;Europarlament
1603000;68205;22248;22091;1237;1393;6202;2536;10317;2024-06-09;Europarlament
1604000;49077;16402;16284;499;683;5388;1879;7669;2024-06-09;Europarlament
1605000;47649;13078;12987;813;629;3055;1623;6633;2024-06-09;Europarlament
1606000;32876;12059;11981;503;654;4524;1588;4581;2024-06-09;Europarlament
1607000;103728;35854;35616;1690;2141;15097;3904;12384;2024-06-09;Europarlament
1608000;49483;14752;14655;755;666;4847;1961;6193;2024-06-09;Europarlament
1609000;95769;29962;29736;1790;1555;7370;3622;14974;2024-06-09;Europarlament
1610000;41047;12442;12347;490;541;4700;1695;4749;2024-06-09;Europarlament
1611000;57519;16303;16155;857;786;4428;2020;7743;2024-06-09;Europarlament
1661000;94421;44129;43938;2209;4068;8812;4363;23902;2024-06-09;Europarlament
1801000;17245;5970;5936;246;193;2509;973;1977;2024-06-09;Europarlament
1802000;51140;17842;17731;540;185;11433;2696;2685;2024-06-09;Europarlament
1803000;104806;40867;40570;2911;654;22794;6020;7692;2024-06-09;Europarlament
1804000;93265;34173;33923;1334;520;19302;5425;6632;2024-06-09;Europarlament
1805000;89093;34287;34057;898;609;20420;4441;7317;2024-06-09;Europarlament
1806000;49246;18239;18097;760;241;9996;4842;2101;2024-06-09;Europarlament
1807000;88893;32127;31940;1073;526;17902;4766;7206;2024-06-09;Europarlament
1808000;53727;21146;21038;365;204;12966;3197;4119;2024-06-09;Europarlament
1809000;43478;14387;14279;681;284;7938;2032;3183;2024-06-09;Europarlament
1810000;63267;25170;25047;1112;410;13842;4690;4579;2024-06-09;Europarlament
1811000;104524;40012;39797;3934;823;21632;5809;7200;2024-06-09;Europarlament
1812000;52233;19289;19164;968;383;12302;2577;2735;2024-06-09;Europarlament
1813000;58073;19864;19680;953;314;10859;3422;3778;2024-06-09;Europarlament
1814000;61494;21545;21406;1106;368;12295;3545;3816;2024-06-09;Europarlament
1815000;57967;22630;22493;1188;326;13925;3843;2936;2024-06-09;Europarlament
1816000;133571;54811;54510;2307;910;30040;9646;10731;2024-06-09;Europarlament
1817000;72895;26293;26127;1058;686;12404;3543;8179;2024-06-09;Europarlament
1818000;80682;31782;31568;1276;660;18028;3575;7573;2024-06-09;Europarlament
1819000;47932;17133;17027;654;264;9775;2972;3109;2024-06-09;Europarlament
1820000;41681;14481;14368;881;230;8402;2049;2595;2024-06-09;Europarlament
1821000;22383;8707;8642;270;212;4071;1131;2854;2024-06-09;Europarlament
1861000;35251;14650;14592;476;468;5797;1700;5951;2024-06-09;Europarlament
1862000;45042;16818;16701;594;412;6587;2229;6631;2024-06-09;Europarlament
1863000;150347;70625;70377;3592;2794;24070;9938;28770;2024-06-09;Europarlament
1864000;35149;13624;13556;590;406;5150;1315;5782;2024-06-09;Europarlament
2001000;44538;15115;15018;1236;374;6726;2330;4106;2024-06-09;Europarlament
2002000;120989;49353;49056;4220;1274;20595;7392;14752;2024-06-09;Europarlament
2003000;42271;14324;14233;1576;578;6418;1962;3482;2024-06-09;Europarlament
2004000;35796;11034;10946;1480;178;5586;1544;2039;2024-06-09;Europarlament
2005000;34044;10240;10144;1524;747;2332;1469;3797;2024-06-09;Europarlament
2006000;29610;9150;9075;1138;93;5035;1658;1045;2024-06-09;Europarlament
2007000;40110;13578;13477;1265;129;7650;2540;1751;2024-06-09;Europarlament
2008000;31323;9303;9239;810;147;4675;1607;1843;2024-06-09;Europarlament
2009000;15773;4540;4513;528;141;1726;626;1426;2024-06-09;Europarlament
2010000;34515;11323;11242;1084;370;5068;1908;2647;2024-06-09;Europarlament
2011000;51532;16774;16654;1486;355;7997;2682;3872;2024-06-09;Europarlament
2012000;28146;9016;8950;795;173;3987;1876;1933;2024-06-09;Europarlament
2013000;43832;17130;17012;1518;155;9843;3270;1981;2024-06-09;Europarlament
2014000;33895;11759;11667;1834;131;6029;1793;1749;2024-06-09;Europarlament
2061000;211580;96269;95853;8355;3965;31521;11792;38775;2024-06-09;Europarlament
2062000;44937;17364;17275;1757;328;7868;1836;5300;2024-06-09;Europarlament
2063000;51756;18126;18026;1195;443;6830;2203;7067;2024-06-09;Europarlament
2201000;58897;20343;20203;1320;494;8075;1821;8230;2024-06-09;Europarlament
2202000;72464;26542;26364;1119;611;10161;2838;11311;2024-06-09;Europarlament
2203000;42914;13376;13225;640;385;3979;1325;6691;2024-06-09;Europarlament
2204000;91167;38429;38209;2585;1533;8846;4170;20413;2024-06-09;Europarlament
2205000;105964;44152;43945;2060;1114;16049;5680;18360;2024-06-09;Europarlament
2206000;54819;21305;21173;959;506;8386;2413;8646;2024-06-09;Europarlament
2207000;61128;19570;19412;755;775;6379;2223;8940;2024-06-09;Europarlament
2208000;48920;19507;19398;928;595;6076;1743;9771;2024-06-09;Europarlament
2209000;46664;16137;16050;716;684;4497;1548;8290;2024-06-09;Europarlament
2210000;29660;11714;11654;478;461;3352;1081;6141;2024-06-09;Europarlament
2211000;75735;35051;34868;2316;1162;9695;3491;17739;2024-06-09;Europarlament
2212000;75583;27261;27047;1133;908;8824;2221;13575;2024-06-09;Europarlament
2213000;94266;32749;32529;1698;869;12969;3557;12842;2024-06-09;Europarlament
2214000;83346;29850;29620;1874;946;9956;3146;13131;2024-06-09;Europarlament
2215000;161852;66533;66193;4032;2459;19896;7365;31429;2024-06-09;Europarlament
2216000;31196;9307;9213;497;348;2965;863;4326;2024-06-09;Europarlament
2261000;350938;183260;182713;9905;12556;38526;14383;104855;2024-06-09;Europarlament
2262000;177274;90031;89728;5636;6189;18856;7006;50881;2024-06-09;Europarlament
2263000;64042;26361;26256;869;969;7982;1866;14286;2024-06-09;Europarlament
2264000;26763;15671;15622;619;1006;3207;914;9720;2024-06-09;Europarlament
2401000;112428;45724;45462;2005;3126;13822;4049;21625;2024-06-09;Europarlament
2402000;126917;55293;54982;3261;1836;21630;6448;20892;2024-06-09;Europarlament
2403000;136219;54233;53954;2955;2241;19692;6346;21699;2024-06-09;Europarlament
2404000;106758;39922;39660;2768;1929;18594;4013;11482;2024-06-09;Europarlament
2405000;86079;31878;31678;1503;1021;11525;3620;13320;2024-06-09;Europarlament
2406000;66852;23067;22940;3534;840;10247;2457;5460;2024-06-09;Europarlament
2407000;59906;21455;21280;1123;556;9099;2637;7373;2024-06-09;Europarlament
2408000;74745;32536;32362;2852;940;11404;3692;12956;2024-06-09;Europarlament
2409000;55095;20749;20641;857;951;9968;1938;6539;2024-06-09;Europarlament
2410000;83369;35844;35673;1917;963;16594;4307;11279;2024-06-09;Europarlament
2411000;79398;25031;24863;966;658;9351;2801;10677;2024-06-09;Europarlament
2412000;58401;21804;21686;754;402;10169;2518;7473;2024-06-09;Europarlament
2413000;107434;44441;44216;2374;1478;16067;4816;18652;2024-06-09;Europarlament
