Kod;Uprawnieni do głosowania;Ważnych kart;Oddane głosy;Trzecia Droga;Lewica;Prawo i Sprawiedliwość;Konfederacja;Koalicja Obywatelska;Data;Typ wyborów
1419000;87889;52831;52617;8171;787;30657;3203;9461;2020-06-28;Prezydenckie
1420000;69724;41094;40927;5565;522;23452;2329;8746;2020-06-28;Prezydenckie
1421000;125563;94360;94130;15852;2249;33046;5423;36589;2020-06-28;Prezydenckie
1422000;40926;24224;24124;2904;327;15008;1643;4067;2020-06-28;Prezydenckie
1423000;34325;22574;22463;2257;210;16202;1425;2244;2020-06-28;Prezydenckie
1424000;40949;25499;25356;3567;461;14703;1549;4892;2020-06-28;Prezydenckie
1425000;119598;76992;76682;8898;961;49835;5346;11182;2020-06-28;Prezydenckie
1426000;64258;42432;42271;4304;496;29316;3558;4321;2020-06-28;Prezydenckie
1427000;40895;24061;23979;3571;322;14146;1373;4414;2020-06-28;Prezydenckie
1428000;65495;42274;42134;6269;729;21490;2760;10568;2020-06-28;Prezydenckie
1429000;43964;29010;28904;3597;318;18571;1883;4297;2020-06-28;Prezydenckie
1430000;31374;19374;19285;1940;254;12757;1631;2584;2020-06-28;Prezydenckie
1432000;90717;66987;66778;10807;1457;25188;4186;24530;2020-06-28;Prezydenckie
1433000;53097;34610;34465;4458;433;21228;2503;5590;2020-06-28;Prezydenckie
1434000;185964;131684;131234;21078;2351;62107;9543;34898;2020-06-28;Prezydenckie
1435000;58794;38643;38513;5334;474;22303;3062;7096;2020-06-28;Prezydenckie
1436000;29088;17812;17747;2131;238;11944;1065;2268;2020-06-28;Prezydenckie
1437000;30947;18279;18200;2776;277;10756;814;3471;2020-06-28;Prezydenckie
1438000;58288;38865;38748;5965;767;18361;2477;10803;2020-06-28;Prezydenckie
1461000;39716;25394;25334;3993;420;12330;2039;6337;2020-06-28;Prezydenckie
1462000;91792;60286;60135;8949;1330;24639;3646;21115;2020-06-28;Prezydenckie
1463000;158298;104728;104413;14055;1969;49401;7899;30263;2020-06-28;Prezydenckie
1464000;58736;40046;39931;5756;763;19332;3415;10268;2020-06-28;Prezydenckie
1465000;1378929;1025922;1023381;156691;35930;275418;57180;486876;2020-06-28;Prezydenckie
1601000;69283;41666;41535;6717;800;19032;2704;11953;2020-06-28;Prezydenckie
1602000;36389;20677;20575;2471;319;11213;1278;5135;2020-06-28;Prezydenckie
1603000;71799;39342;39211;8207;816;13876;2466;13537;2020-06-28;Prezydenckie
1604000;51506;28329;28234;4868;431;12084;1810;8814;2020-06-28;Prezydenckie
1605000;49729;25069;25001;6198;427;8709;1674;7821;2020-06-28;Prezydenckie
1606000;33759;20393;20341;3366;368;9498;1304;5674;2020-06-28;Prezydenckie
1607000;108902;62650;62455;9771;1056;30791;3402;17073;2020-06-28;Prezydenckie
1608000;51615;27820;27710;6369;397;12449;1558;6712;2020-06-28;Prezydenckie
1609000;97962;51946;51779;11792;831;18135;3045;17570;2020-06-28;Prezydenckie
1610000;43176;23539;23450;4325;377;11306;1468;5828;2020-06-28;Prezydenckie
1611000;59975;30429;30300;6729;487;11985;1940;8937;2020-06-28;Prezydenckie
1661000;98295;65915;65760;11942;1730;17474;4012;30071;2020-06-28;Prezydenckie
1801000;18401;10425;10407;1686;213;5053;787;2590;2020-06-28;Prezydenckie
1802000;52216;32213;32138;2771;301;23180;2750;2956;2020-06-28;Prezydenckie
1803000;106202;69301;69110;7619;746;44315;6183;9787;2020-06-28;Prezydenckie
1804000;95841;58716;58542;6214;606;38489;4984;7960;2020-06-28;Prezydenckie
1805000;91300;55720;55568;5336;702;36715;4652;7813;2020-06-28;Prezydenckie
1806000;49375;30128;30029;2864;300;20837;2893;2926;2020-06-28;Prezydenckie
1807000;89997;56979;56828;6422;897;36210;5096;7809;2020-06-28;Prezydenckie
1808000;54771;34644;34551;3010;315;24257;3408;3352;2020-06-28;Prezydenckie
1809000;44809;26143;26054;3280;324;16751;2022;3539;2020-06-28;Prezydenckie
1810000;63390;43223;43103;5261;432;27983;4139;5004;2020-06-28;Prezydenckie
1811000;106436;68445;68237;8308;931;41803;5666;11012;2020-06-28;Prezydenckie
1812000;53254;31116;30997;3031;366;20628;3056;3685;2020-06-28;Prezydenckie
1813000;59198;35375;35248;4036;348;23240;2812;4609;2020-06-28;Prezydenckie
1814000;62898;39680;39558;4401;388;26607;3314;4645;2020-06-28;Prezydenckie
1815000;58346;39107;38984;3911;368;27138;3589;3733;2020-06-28;Prezydenckie
1816000;132442;90590;90332;10937;943;57559;9198;11016;2020-06-28;Prezydenckie
1817000;74624;44387;44276;6140;826;25183;3333;8477;2020-06-28;Prezydenckie
1818000;82686;50022;49871;5296;752;28791;4960;9716;2020-06-28;Prezydenckie
1819000;49057;30828;30729;3633;318;20355;3046;3161;2020-06-28;Prezydenckie
1820000;42749;25926;25868;3092;327;16345;2147;3765;2020-06-28;Prezydenckie
1821000;24686;15642;15601;2257;276;8269;1149;3543;2020-06-28;Prezydenckie
1861000;36602;23881;23835;3199;775;11102;1971;6602;2020-06-28;Prezydenckie
1862000;47555;28176;28083;3827;514;13261;2040;8240;2020-06-28;Prezydenckie
1863000;151140;103889;103637;18232;2345;41906;10381;29713;2020-06-28;Prezydenckie
1864000;36713;23028;22973;3266;489;10126;1774;7136;2020-06-28;Prezydenckie
2001000;46661;26595;26505;4260;403;13981;1835;5822;2020-06-28;Prezydenckie
2002000;117980;74709;74477;14921;956;37644;5969;14406;2020-06-28;Prezydenckie
2003000;44517;25577;25504;5804;415;13130;1395;4615;2020-06-28;Prezydenckie
2004000;37232;20225;20173;2937;212;12117;1496;3289;2020-06-28;Prezydenckie
2005000;36325;19883;19820;6225;604;6177;1215;5456;2020-06-28;Prezydenckie
2006000;30364;16789;16733;1906;161;11446;1345;1787;2020-06-28;Prezydenckie
2007000;40716;23551;23463;2669;182;16087;1857;2521;2020-06-28;Prezydenckie
2008000;32664;17419;17357;2654;174;10851;1304;2268;2020-06-28;Prezydenckie
2009000;16847;8780;8765;1649;156;3965;565;2348;2020-06-28;Prezydenckie
2010000;36379;19829;19762;3342;325;10692;1514;3721;2020-06-28;Prezydenckie
2011000;53920;29566;29468;4897;326;17061;2311;4698;2020-06-28;Prezydenckie
2012000;29087;16732;16660;2685;256;9225;1292;3063;2020-06-28;Prezydenckie
2013000;45561;29006;28900;3141;249;20605;1953;2781;2020-06-28;Prezydenckie
2014000;34813;20787;20710;2541;206;13079;1509;3247;2020-06-28;Prezydenckie
2061000;218318;146493;146113;34694;3117;55948;12302;38727;2020-06-28;Prezydenckie
2062000;46436;27952;27872;4191;410;14235;2241;6583;2020-06-28;Prezydenckie
2063000;52507;31537;31435;5253;594;13870;2720;8744;2020-06-28;Prezydenckie
2201000;60497;35248;35123;6023;839;15375;2273;10412;2020-06-28;Prezydenckie
2202000;73910;46003;45860;7923;851;20959;2909;12926;2020-06-28;Prezydenckie
2203000;44168;24638;24528;4555;553;9596;1449;8199;2020-06-28;Prezydenckie
2204000;86663;57038;56879;11296;1227;16617;3911;23368;2020-06-28;Prezydenckie
2205000;101600;68622;68425;13702;1041;30442;4302;18479;2020-06-28;Prezydenckie
2206000;55655;35994;35881;7272;582;16571;2157;9087;2020-06-28;Prezydenckie
2207000;62014;35421;35275;5670;854;14296;2391;11808;2020-06-28;Prezydenckie
2208000;50713;32014;31911;5754;889;11256;2069;11736;2020-06-28;Prezydenckie
2209000;48187;27779;27700;5413;649;9348;1628;10493;2020-06-28;Prezydenckie
2210000;31410;19409;19346;3509;462;6564;1100;7580;2020-06-28;Prezydenckie
2211000;81231;58445;58256;12021;1300;18943;3419;22174;2020-06-28;Prezydenckie
2212000;77312;44339;44205;7175;1556;16131;2319;16727;2020-06-28;Prezydenckie
2213000;96166;57580;57386;10127;1069;27377;3435;14958;2020-06-28;Prezydenckie
2214000;85712;51467;51322;9660;1029;20737;3659;15854;2020-06-28;Prezydenckie
2215000;159724;106240;105911;20217;2425;37862;7712;36858;2020-06-28;Prezydenckie
2216000;32613;17144;17063;3069;454;7112;820;5499;2020-06-28;Prezydenckie
2261000;363842;260189;259586;45979;7998;65172;15805;122183;2020-06-28;Prezydenckie
2262000;187271;135077;134721;22948;4150;33709;8133;64632;2020-06-28;Prezydenckie
2263000;68033;42911;42802;6144;1603;13943;2424;18403;2020-06-28;Prezydenckie
2264000;29701;22068;22012;3333;624;5159;1063;11630;2020-06-28;Prezydenckie
2401000;116986;76058;75877;12999;2322;26845;4623;28485;2020-06-28;Prezydenckie
2402000;127736;89383;89181;16077;1631;38535;6822;25482;2020-06-28;Prezydenckie
2403000;139013;91799;91559;19387;1958;36439;6866;26198;2020-06-28;Prezydenckie
2404000;109190;70621;70365;11900;1338;35276;4475;16882;2020-06-28;Prezydenckie
2405000;88063;53949;53767;10594;958;22660;4133;15000;2020-06-28;Prezydenckie
2406000;68569;43530;43398;8131;784;21501;2697;9940;2020-06-28;Prezydenckie
2407000;61206;36145;36018;6932;609;17102;2283;8774;2020-06-28;Prezydenckie
2408000;74708;50719;50580;9579;911;20394;3820;15387;2020-06-28;Prezydenckie
2409000;57052;36063;35963;5825;743;17739;2337;9067;2020-06-28;Prezydenckie
2410000;83774;57957;57788;9550;990;29063;4666;13026;2020-06-28;Prezydenckie
2411000;82838;45445;45303;8648;846;19108;3509;12841;2020-06-28;Prezydenckie
2412000;59491;38092;37979;6007;517;19477;3193;8512;2020-06-28;Prezydenckie
2413000;109016;69851;69657;12958;1295;28537;4503;21790;2020-06-28;Prezydenckie
2414000;45665;30844;30742;4638;529;16190;2481;6626;2020-06-28;Prezydenckie
2415000;119895;75996;75814;12006;1120;37022;6699;18414;2020-06-28;Prezydenckie
2416000;95306;60954;60796;9393;1308;29087;3870;16684;2020-06-28;Prezydenckie
2417000;121023;80934;80669;10648;1258;44818;6077;17273;2020-06-28;Prezydenckie
2461000;129895;89615;89426;15639;2015;33075;6049;31893;2020-06-28;Prezydenckie
2462000;116784;67411;67174;12193;1822;25749;4603;22239;2020-06-28;Prezydenckie
2463000;78477;47734;47555;8775;1358;15629;3364;18011;2020-06-28;Prezydenckie
2464000;170655;113506;113226;18078;2970;42963;6800;41522;2020-06-28;Prezydenckie
2465000;92329;60027;59880;10171;1876;21068;3593;22686;2020-06-28;Prezydenckie
2466000;134493;89132;88856;16060;2169;28425;6634;34795;2020-06-28;Prezydenckie
2467000;67082;41878;41760;6125;846;21181;3502;9782;2020-06-28;Prezydenckie
2468000;70175;44537;44403;7680;1166;17364;3639;14254;2020-06-28;Prezydenckie
2469000;222973;150425;150043;25464;4493;48486;9370;60860;2020-06-28;Prezydenckie
2470000;55472;35980;35873;5947;1004;14999;2485;11137;2020-06-28;Prezydenckie
2471000;41937;26268;26163;4531;553;11924;1588;7371;2020-06-28;Prezydenckie
2472000;103534;63214;63048;11839;1464;26652;4694;17867;2020-06-28;Prezydenckie
2473000;103615;66818;66634;10836;1131;28912;5472;19707;2020-06-28;Prezydenckie
2474000;49940;32245;32145;6074;897;11146;2257;11500;2020-06-28;Prezydenckie
2475000;155198;99512;99252;15809;3172;34564;6040;38883;2020-06-28;Prezydenckie
2476000;36685;21289;21196;3841;544;8304;1497;6834;2020-06-28;Prezydenckie
2477000;95529;65507;65322;11409;1634;24926;4782;21985;2020-06-28;Prezydenckie
2478000;125352;69144;68867;12460;1997;25258;5113;23430;2020-06-28;Prezydenckie
2479000;46008;30008;29919;5591;577;13003;2474;8056;2020-06-28;Prezydenckie
2601000;58960;35463;35356;4697;515;21533;2011;6410;2020-06-28;Prezydenckie
2602000;69195;42690;42575;5203;567;27279;2617;6699;2020-06-28;Prezydenckie
2603000;27945;14963;14939;2084;189;9511;826;2274;2020-06-28;Prezydenckie
2604000;168192;108341;107984;13542;1464;66262;8893;17034;2020-06-28;Prezydenckie
2605000;65677;40712;40559;4908;850;24468;2637;7432;2020-06-28;Prezydenckie
2606000;42751;24900;24788;3230;395;16296;1347;3347;2020-06-28;Prezydenckie
2607000;86476;50130;49982;6830;1126;25530;3142;12996;2020-06-28;Prezydenckie
2608000;33167;19215;19151;2375;288;11810;1128;3444;2020-06-28;Prezydenckie
2609000;63188;37729;37612;5846;628;20900;2627;7373;2020-06-28;Prezydenckie
2610000;59676;37315;37193;5121;735;18180;2668;10206;2020-06-28;Prezydenckie
2611000;71283;43614;43498;6042;766;22983;3317;10116;2020-06-28;Prezydenckie
2612000;58660;35424;35287;4189;519;23173;2159;5059;2020-06-28;Prezydenckie
2613000;36881;23225;23134;2949;394;14814;1693;3133;2020-06-28;Prezydenckie
2661000;149357;101833;101582;14861;2292;41013;7479;35147;2020-06-28;Prezydenckie
2801000;46017;23884;23790;3951;432;10230;1438;7573;2020-06-28;Prezydenckie
2802000;32780;16703;16634;3316;319;6912;977;5006;2020-06-28;Prezydenckie
2803000;51149;28991;28878;5420;493;14372;1611;6817;2020-06-28;Prezydenckie
2804000;44528;23035;22949;4146;388;9901;1381;6994;2020-06-28;Prezydenckie
2805000;68161;35917;35770;6323;694;14924;3035;10482;2020-06-28;Prezydenckie
2806000;47507;27513;27428;4999;529;9550;1664;10467;2020-06-28;Prezydenckie
2807000;72130;41951;41810;6538;883;19178;3056;11835;2020-06-28;Prezydenckie
2808000;49381;25729;25641;4543;600;10401;1551;8371;2020-06-28;Prezydenckie
2809000;32181;17223;17170;2710;354;6953;1146;5898;2020-06-28;Prezydenckie
2810000;41025;23705;23613;4398;466;8807;1628;8160;2020-06-28;Prezydenckie
2811000;25649;14028;13967;2003;235;7010;931;3700;2020-06-28;Prezydenckie
2812000;33886;19542;19482;3098;296;10683;1126;4134;2020-06-28;Prezydenckie
2813000;25984;13408;13360;2362;232;6246;951;3478;2020-06-28;Prezydenckie
2814000;100609;58525;58286;10387;1390;20581;4302;21173;2020-06-28;Prezydenckie
2815000;81215;45808;45625;8361;1041;17608;2704;15592;2020-06-28;Prezydenckie
2816000;45360;24590;24505;3458;374;12153;1925;6456;2020-06-28;Prezydenckie
2817000;56739;31830;31709;4999;655;14573;2064;9186;2020-06-28;Prezydenckie
2818000;20989;10666;10632;2168;212;4257;596;3330;2020-06-28;Prezydenckie
2819000;18693;10240;10209;1849;207;3863;621;3583;2020-06-28;Prezydenckie
2861000;88963;54507;54333;9307;1341;19753;3164;20374;2020-06-28;Prezydenckie
2862000;129389;87648;87401;14951;2884;25976;6494;36313;2020-06-28;Prezydenckie
3001000;36639;23295;23233;5430;500;7652;1202;8290;2020-06-28;Prezydenckie
3002000;67022;40634;40531;8839;711;15526;2158;13007;2020-06-28;Prezydenckie
3003000;111842;71102;70923;14717;1669;28005;4194;21802;2020-06-28;Prezydenckie
3004000;59097;35645;35538;6084;631;16834;3382;8344;2020-06-28;Prezydenckie
3005000;39446;24450;24381;5202;455;10701;1669;6176;2020-06-28;Prezydenckie
3006000;55265;34298;34221;6357;629;16621;1926;8430;2020-06-28;Prezydenckie
3007000;65992;40596;40462;5882;675;23495;2575;7557;2020-06-28;Prezydenckie
3008000;43931;27896;27833;5718;390;12603;1548;7371;2020-06-28;Prezydenckie
3009000;68504;41470;41317;5455;599;24767;2295;7944;2020-06-28;Prezydenckie
3010000;102822;63572;63377;9093;1033;37896;3507;11456;2020-06-28;Prezydenckie
3011000;61592;38668;38523;7766;735;15930;2257;11504;2020-06-28;Prezydenckie
3012000;59765;36430;36347;6646;594;17464;2404;8967;2020-06-28;Prezydenckie
3013000;44172;27769;27688;5846;613;11461;2015;7535;2020-06-28;Prezydenckie
3014000;28860;17427;17378;3617;412;6128;899;6187;2020-06-28;Prezydenckie
3015000;57649;37401;37293;8403;762;13247;2334;12255;2020-06-28;Prezydenckie
3016000;44787;28584;28493;6031;593;10007;1604;10065;2020-06-28;Prezydenckie
3017000;126259;80992;80790;14231;1439;35064;5761;23712;2020-06-28;Prezydenckie
3018000;43597;26975;26876;4890;408;12700;1852;6814;2020-06-28;Prezydenckie
3019000;102980;64906;64739;13019;1482;23251;4065;22421;2020-06-28;Prezydenckie
3020000;49030;30648;30556;5150;469;15259;1845;7637;2020-06-28;Prezydenckie
3021000;298919;219235;218725;47807;5143;57729;12082;94156;2020-06-28;Prezydenckie
3022000;47097;28473;28376;5465;595;12261;1788;8034;2020-06-28;Prezydenckie
3023000;47415;28764;28692;4655;541;14925;1343;7041;2020-06-28;Prezydenckie
3024000;71492;46292;46150;10024;993;16024;2535;16264;2020-06-28;Prezydenckie
3025000;45268;29112;29023;6401;554;11719;2086;8030;2020-06-28;Prezydenckie
3026000;46979;29595;29520;6106;654;11815;1891;8806;2020-06-28;Prezydenckie
3027000;66172;41051;40922;5931;623;23786;2352;8003;2020-06-28;Prezydenckie
3028000;53451;32866;32772;6953;708;13070;1803;9997;2020-06-28;Prezydenckie
3029000;43966;28731;28637;6177;428;11316;2054;8446;2020-06-28;Prezydenckie
3030000;59780;38510;38406;7053;794;16576;2406;11318;2020-06-28;Prezydenckie
3031000;53441;30413;30327;6275;632;11748;1836;9597;2020-06-28;Prezydenckie
3061000;75674;50111;49987;7692;1418;17522;2910;20056;2020-06-28;Prezydenckie
3062000;57663;37778;37692;5984;928;15627;2000;12891;2020-06-28;Prezydenckie
3063000;47675;32040;31949;5829;1001;9004;2306;13580;2020-06-28;Prezydenckie
3064000;411900;300081;299390;56513;11389;68806;17483;142110;2020-06-28;Prezydenckie
3201000;35937;19676;19589;3589;522;7574;982;6809;2020-06-28;Prezydenckie
3202000;37495;20091;20007;3615;406;8622;1047;6216;2020-06-28;Prezydenckie
3203000;44945;25032;24936;4682;516;9637;1382;8562;2020-06-28;Prezydenckie
3204000;64496;37931;37744;7442;1011;13986;2175;12866;2020-06-28;Prezydenckie
3205000;53020;32048;31913;6099;673;11964;1463;11509;2020-06-28;Prezydenckie
3206000;63040;36508;36362;6482;780;15400;2197;11237;2020-06-28;Prezydenckie
3207000;42147;26450;26364;4502;648;9156;1157;10728;2020-06-28;Prezydenckie
3208000;69538;45804;45684;8148;1256;15539;2135;18318;2020-06-28;Prezydenckie
3209000;56805;35431;35296;6886;918;12575;1854;12820;2020-06-28;Prezydenckie
3210000;50528;28421;28318;4736;576;11127;1939;9753;2020-06-28;Prezydenckie
3211000;58878;39955;39846;7511;1069;11413;2434;17097;2020-06-28;Prezydenckie
3212000;30559;17517;17452;3002;331;8792;961;4256;2020-06-28;Prezydenckie
3213000;48089;28946;28842;4896;861;11204;1508;10206;2020-06-28;Prezydenckie
3214000;91677;56287;56076;10034;1299;21274;3441;19657;2020-06-28;Prezydenckie
3215000;59472;33430;33325;5237;818;13398;2095;11543;2020-06-28;Prezydenckie
3216000;36391;19519;19436;3417;461;8107;900;6435;2020-06-28;Prezydenckie
3217000;40574;23252;23167;4486;606;8189;1251;8470;2020-06-28;Prezydenckie
3218000;28082;14660;14594;2877;308;6126;633;4567;2020-06-28;Prezydenckie
3261000;81709;53882;53725;9661;1625;15975;2763;23262;2020-06-28;Prezydenckie
3262000;294599;198390;197882;33228;6353;60954;11903;83695;2020-06-28;Prezydenckie
3263000;32985;21646;21595;3462;625;6316;1192;9852;2020-06-28;Prezydenckie
201000;69098;38608;38018;2741;6716;16136;2558;7803;2019-10-13;Sejmowe
202000;80196;44431;43827;4612;4897;19113;2473;11618;2019-10-13;Sejmowe
203000;68354;41193;40741;2066;6799;18041;2154;10657;2019-10-13;Sejmowe
204000;27176;13695;13478;1090;1518;6581;749;3044;2019-10-13;Sejmowe
205000;39924;21941;21600;2208;2865;10364;1164;4623;2019-10-13;Sejmowe
206000;52104;30556;30152;2313;5851;9540;1828;10095;2019-10-13;Sejmowe
207000;34348;18958;18665;881;2782;7693;988;6017;2019-10-13;Sejmowe
208000;129757;71391;70321;5528;8176;29073;3964;21975;2019-10-13;Sejmowe
209000;42459;24465;24109;2596;2869;11620;1454;4770;2019-10-13;Sejmowe
210000;43635;23759;23428;1846;4242;9315;1438;5978;2019-10-13;Sejmowe
211000;81539;50837;50334;2322;7064;24646;2926;10339;2019-10-13;Sejmowe
212000;36318;18795;18433;2533;2988;7371;1168;3901;2019-10-13;Sejmowe
213000;29020;16162;15946;2420;1770;7371;888;2903;2019-10-13;Sejmowe
214000;83154;48155;47536;4364;5820;19193;3252;12768;2019-10-13;Sejmowe
215000;59018;37215;36822;2518;4239;15942;2600;10171;2019-10-13;Sejmowe
216000;47759;27663;27205;1697;3304;14858;1704;4742;2019-10-13;Sejmowe
217000;35487;20123;19829;1963;1549;9521;1093;5247;2019-10-13;Sejmowe
218000;42476;24714;24414;1889;2876;10807;1728;6322;2019-10-13;Sejmowe
219000;123262;72355;71462;3730;10198;29401;4501;22182;2019-10-13;Sejmowe
220000;66445;40063;39558;2706;4622;16977;2720;10643;2019-10-13;Sejmowe
221000;44384;24056;23713;1542;3041;8700;1220;8669;2019-10-13;Sejmowe
222000;38256;21207;20888;1419;2689;9542;1343;5231;2019-10-13;Sejmowe
223000;112460;76957;76289;5665;9833;26958;5603;24964;2019-10-13;Sejmowe
224000;52182;27463;27012;3441;2536;12625;1209;6697;2019-10-13;Sejmowe
225000;71395;39049;38454;4003;6104;15921;2268;9075;2019-10-13;Sejmowe
226000;34454;18653;18326;1511;3284;8229;833;4185;2019-10-13;Sejmowe
261000;61948;38965;38633;2083;8474;12020;2019;13449;2019-10-13;Sejmowe
262000;74607;44668;44338;2206;7719;17610;2817;12557;2019-10-13;Sejmowe
264000;508265;361736;359695;18235;65927;104023;28799;133336;2019-10-13;Sejmowe
265000;84261;47282;46667;1675;6109;15816;1979;19671;2019-10-13;Sejmowe
401000;46311;26380;26001;2659;3987;11807;1618;5433;2019-10-13;Sejmowe
402000;60537;32837;32387;9435;2788;13888;1526;4507;2019-10-13;Sejmowe
403000;88902;55091;54358;4676;8541;17866;4468;18122;2019-10-13;Sejmowe
404000;39058;20522;20166;2274;2426;8038;1352;5831;2019-10-13;Sejmowe
405000;35446;18488;18214;2391;1903;9103;1129;3492;2019-10-13;Sejmowe
406000;30837;15259;15019;1939;1769;7173;929;3009;2019-10-13;Sejmowe
407000;126695;72810;71513;8189;9650;26929;4165;21452;2019-10-13;Sejmowe
408000;51622;25334;24726;5759;2658;11775;1215;3100;2019-10-13;Sejmowe
409000;36447;19812;19406;3984;2204;7929;1092;3991;2019-10-13;Sejmowe
410000;66342;36382;35724;4017;5125;14339;2612;8997;2019-10-13;Sejmowe
411000;33084;16943;16595;2038;1865;9242;752;2503;2019-10-13;Sejmowe
412000;34326;17310;17082;2740;1956;8509;977;2725;2019-10-13;Sejmowe
413000;31470;16277;15975;1749;2004;6761;981;4154;2019-10-13;Sejmowe
414000;75318;40225;39401;3849;4021;15958;2858;12292;2019-10-13;Sejmowe
415000;80658;46635;46001;4020;5709;18351;3401;14044;2019-10-13;Sejmowe
416000;37344;20931;20535;1958;1872;9975;1593;4954;2019-10-13;Sejmowe
417000;26536;13448;13234;1394;1361;5286;876;4090;2019-10-13;Sejmowe
418000;69187;34791;34062;3898;4944;17414;1787;5562;2019-10-13;Sejmowe
419000;54491;30226;29568;3500;2975;12385;1692;8609;2019-10-13;Sejmowe
461000;261549;174640;173502;9575;33371;55408;12945;60273;2019-10-13;Sejmowe
462000;68777;39542;39102;3106;7632;13417;2470;12082;2019-10-13;Sejmowe
463000;151161;100709;100088;4828;16405;31580;7680;38697;2019-10-13;Sejmowe
464000;85539;50147;49653;2744;11673;17065;2913;14451;2019-10-13;Sejmowe
601000;88744;50204;49383;5326;1962;30068;2643;8860;2019-10-13;Sejmowe
602000;81667;46360;45848;6510;2519;29800;3116;3583;2019-10-13;Sejmowe
603000;62907;30526;29929;3297;1517;18314;1806;4730;2019-10-13;Sejmowe
604000;52628;25745;25376;3193;3049;15829;1161;1945;2019-10-13;Sejmowe
605000;37088;22331;22066;1460;946;17032;1177;1331;2019-10-13;Sejmowe
606000;53057;27532;27163;2656;1997;16648;1636;3943;2019-10-13;Sejmowe
607000;76382;42776;42186;5434;2562;26351;2095;5386;2019-10-13;Sejmowe
608000;70489;40988;40521;4336;2426;25045;3679;4432;2019-10-13;Sejmowe
609000;121567;73874;73165;9308;4456;42433;5275;10785;2019-10-13;Sejmowe
610000;44265;25336;25050;2023;1356;15061;1933;4325;2019-10-13;Sejmowe
611000;83226;49597;48956;5146;2384;33301;2941;4351;2019-10-13;Sejmowe
612000;48455;25416;25056;2706;1783;15665;1495;3076;2019-10-13;Sejmowe
613000;28340;15412;15188;2152;972;9023;1008;1795;2019-10-13;Sejmowe
614000;92349;56174;55590;4477;4634;29971;4371;11348;2019-10-13;Sejmowe
615000;47448;26831;26384;3681;1426;16962;1465;2236;2019-10-13;Sejmowe
616000;44868;26706;26414;3671;2258;15991;1356;2820;2019-10-13;Sejmowe
617000;56693;33833;33548;3304;2628;18855;2204;6137;2019-10-13;Sejmowe
618000;68734;35814;35369;5565;1962;22372;1963;3161;2019-10-13;Sejmowe
619000;31594;16785;16523;2978;1397;8731;894;2380;2019-10-13;Sejmowe
620000;87264;46774;46100;5812;2426;30871;2427;3732;2019-10-13;Sejmowe
661000;44418;27394;27218;1568;1667;13100;1821;8794;2019-10-13;Sejmowe
662000;49999;28376;28142;1744;3112;12991;1774;8252;2019-10-13;Sejmowe
663000;262775;174073;173045;9609;18719;73579;13486;55194;2019-10-13;Sejmowe
664000;50726;28907;28695;3122;3398;14093;1725;5990;2019-10-13;Sejmowe
801000;54478;30974;30489;3063;4697;10588;2420;9721;2019-10-13;Sejmowe
802000;42919;22804;22380;5011;3001;7087;1170;6111;2019-10-13;Sejmowe
803000;45660;25427;24959;3602;4024;8585;1770;6978;2019-10-13;Sejmowe
804000;66082;37390;36741;4138;5121;13776;2748;10958;2019-10-13;Sejmowe
805000;35997;19432;19080;1842;3151;6160;1365;6562;2019-10-13;Sejmowe
806000;38522;19729;19392;3012;2455;7607;1130;5188;2019-10-13;Sejmowe
807000;27277;14085;13782;1511;1913;5550;1058;3750;2019-10-13;Sejmowe
808000;42974;24004;23617;3050;3274;8307;1788;7198;2019-10-13;Sejmowe
809000;58487;33314;32727;3779;5506;10931;2505;10006;2019-10-13;Sejmowe
810000;61228;32242;31739;3751;4767;12642;2384;8195;2019-10-13;Sejmowe
811000;74698;39772;39161;4998;5732;13831;3318;11282;2019-10-13;Sejmowe
812000;30222;16024;15750;1856;1964;7587;1023;3320;2019-10-13;Sejmowe
861000;93039;57516;56950;3195;8624;18551;4266;22314;2019-10-13;Sejmowe
862000;105352;71715;71150;8135;14112;18986;4545;25372;2019-10-13;Sejmowe
1001000;88570;56578;55939;3930;6475;33413;5594;6527;2019-10-13;Sejmowe
1002000;78510;44219;43634;3467;6534;22804;2294;7812;2019-10-13;Sejmowe
1003000;40459;24739;24444;2305;2620;12259;1617;5200;2019-10-13;Sejmowe
1004000;41482;22672;22277;2654;2229;12837;1087;3171;2019-10-13;Sejmowe
1005000;63591;38010;37429;4948;4718;21001;2094;4255;2019-10-13;Sejmowe
1006000;56856;38623;38247;2932;4980;17053;2960;10322;2019-10-13;Sejmowe
1007000;60719;38606;38044;7007;2155;24496;1767;2619;2019-10-13;Sejmowe
1008000;93850;62375;61758;3691;9594;24166;4142;18826;2019-10-13;Sejmowe
1009000;41709;25019;24628;3077;2038;15351;1333;2634;2019-10-13;Sejmowe
1010000;72679;44133;43572;4380;3966;28210;2836;4180;2019-10-13;Sejmowe
1011000;33668;19575;19267;2996;1736;10780;956;2607;2019-10-13;Sejmowe
1012000;91149;52728;51948;3298;5098;28895;3020;11637;2019-10-13;Sejmowe
1013000;38735;22669;22315;3990;1723;12943;1425;2234;2019-10-13;Sejmowe
1014000;94385;56346;55619;5823;5391;30287;3443;10143;2019-10-13;Sejmowe
1015000;30335;18582;18276;2160;1216;11958;1198;1744;2019-10-13;Sejmowe
1016000;91479;56513;55788;6702;6343;29020;3604;10119;2019-10-13;Sejmowe
